Label,PreMoveLocation,PostMoveLocation,MoveYear,HousePurchaseYear,EffectivePurchaseYear,ChildcareMode,SchoolMode,FinalLiquidUSD,FinalNetWorthUSD,MinLiquidUSD,MinNetWorthUSD,EverNegativeLiquid
Spain -> Miami area | move-2031 | buy-2034 | daycare | public,Spain,Miami area,2031.0,2034.0,2034.0,daycare,public,24017246.70781474,25036220.920129858,555067.32,555067.32,False
Spain -> Vietnam | move-2031 | buy-2034 | daycare | private,Spain,Vietnam,2031.0,2034.0,2034.0,daycare,private,24538143.248658985,25025283.798810706,555067.32,555067.32,False
Japan | no-move | buy-2034 | daycare | private,Japan,Japan,,2034.0,2034.0,daycare,private,24235304.537359826,25022593.105992544,561204.96,561204.96,False
"New Orleans area -> China, Jingzhou | move-2031 | rent-forever | daycare | private",New Orleans area,"China, Jingzhou",2031.0,,,daycare,private,25020839.667338263,25020839.667338263,545172.0,545172.0,False
Vietnam | no-move | buy-2034 | parent | public,Vietnam,Vietnam,,2034.0,2034.0,parent,public,24526189.391741425,25013329.941893145,563434.68,563434.68,False
Southern France -> Miami area | move-2031 | buy-2034 | daycare | public,Southern France,Miami area,2031.0,2034.0,2034.0,daycare,public,23993165.77877651,25012139.99109163,554511.36,554511.36,False
Midwest (Kansas City) -> Japan | move-2031 | rent-forever | daycare | private,Midwest (Kansas City),Japan,2031.0,,,daycare,private,25004419.805742778,25004419.805742778,549984.0,549984.0,False
Spain | no-move | buy-2034 | daycare | private,Spain,Spain,,2034.0,2034.0,daycare,private,24285003.695299875,25001703.01435016,555067.32,555067.32,False
Southern France -> Vietnam | move-2031 | buy-2034 | daycare | private,Southern France,Vietnam,2031.0,2034.0,2034.0,daycare,private,24514062.31962076,25001202.86977248,554511.36,554511.36,False
"Midwest (Kansas City) -> China, Jingzhou | move-2031 | rent-forever | parent | public",Midwest (Kansas City),"China, Jingzhou",2031.0,,,parent,public,24986441.00744841,24986441.00744841,549984.0,549984.0,False
Southern France -> Spain | move-2031 | buy-2034 | daycare | private,Southern France,Spain,2031.0,2034.0,2034.0,daycare,private,24260922.76626165,24977622.085311934,554511.36,554511.36,False
"China, Jingzhou -> Spain | move-2031 | rent-forever | daycare | private","China, Jingzhou",Spain,2031.0,,,daycare,private,24974664.710106794,24974664.710106794,565646.64,565646.64,False
Japan -> Vietnam | move-2031 | buy-2034 | parent | public,Japan,Vietnam,2031.0,2034.0,2034.0,parent,public,24479806.719502375,24966947.269654095,561204.96,561204.96,False
Midwest (Kansas City) -> Vietnam | move-2031 | rent-forever | daycare | private,Midwest (Kansas City),Vietnam,2031.0,,,daycare,private,24964835.585671276,24964835.585671276,549984.0,549984.0,False
"Midwest (Kansas City) -> China, Jingzhou | move-2031 | buy-2034 | daycare | private",Midwest (Kansas City),"China, Jingzhou",2031.0,2034.0,2034.0,daycare,private,24520174.59380854,24963254.34607351,549984.0,549984.0,False
"China, Jingzhou -> Southern France | move-2031 | buy-2034 | daycare | private","China, Jingzhou",Southern France,2031.0,2034.0,2034.0,daycare,private,23976974.413967308,24939931.343124382,565646.64,565646.64,False
Midwest (Kansas City) | no-move | rent-forever | daycare | public,Midwest (Kansas City),Midwest (Kansas City),,,,daycare,public,24932877.119611304,24932877.119611304,549984.0,549984.0,False
Bay Area -> Midwest (Kansas City) | move-2031 | buy-2034 | daycare | public,Bay Area,Midwest (Kansas City),2031.0,2034.0,2034.0,daycare,public,24418897.712462842,24932451.74810571,514448.04000000004,514448.04000000004,False
Vietnam -> Spain | move-2031 | rent-forever | daycare | private,Vietnam,Spain,2031.0,,,daycare,private,24929077.261830464,24929077.261830464,563434.68,563434.68,False
Bay Area -> New Orleans area | move-2031 | buy-2034 | daycare | public,Bay Area,New Orleans area,2031.0,2034.0,2034.0,daycare,public,24560646.70062976,24928854.712193493,514448.04000000004,514448.04000000004,False
Spain -> Vietnam | move-2031 | rent-forever | parent | public,Spain,Vietnam,2031.0,,,parent,public,24912803.336493924,24912803.336493924,555067.32,555067.32,False
"Spain -> China, Jingzhou | move-2031 | buy-2034 | parent | public",Spain,"China, Jingzhou",2031.0,2034.0,2034.0,parent,public,24469695.66544096,24912775.41770593,555067.32,555067.32,False
"China, Jingzhou -> Southern France | move-2031 | rent-forever | daycare | private","China, Jingzhou",Southern France,2031.0,,,daycare,private,24910692.022472855,24910692.022472855,565646.64,565646.64,False
Midwest (Kansas City) -> Miami area | move-2031 | buy-2034 | daycare | public,Midwest (Kansas City),Miami area,2031.0,2034.0,2034.0,daycare,public,23883267.139260575,24902241.351575695,549984.0,549984.0,False
Southern France -> Vietnam | move-2031 | rent-forever | parent | public,Southern France,Vietnam,2031.0,,,parent,public,24901238.24739842,24901238.24739842,554511.36,554511.36,False
"Southern France -> China, Jingzhou | move-2031 | buy-2034 | parent | public",Southern France,"China, Jingzhou",2031.0,2034.0,2034.0,parent,public,24458130.57634546,24901210.328610428,554511.36,554511.36,False
Bay Area -> Spain | move-2031 | rent-forever | daycare | public,Bay Area,Spain,2031.0,,,daycare,public,24895731.465080608,24895731.465080608,514448.04000000004,514448.04000000004,False
Bay Area -> Southern France | move-2031 | buy-2034 | daycare | public,Bay Area,Southern France,2031.0,2034.0,2034.0,daycare,public,23932215.979074582,24895172.908231657,514448.04000000004,514448.04000000004,False
Vietnam -> Southern France | move-2031 | buy-2034 | daycare | private,Vietnam,Southern France,2031.0,2034.0,2034.0,daycare,private,23931386.965690985,24894343.89484806,563434.68,563434.68,False
Spain -> Japan | move-2031 | buy-2034 | daycare | private,Spain,Japan,2031.0,2034.0,2034.0,daycare,private,24106023.962781258,24893312.531413976,555067.32,555067.32,False
Midwest (Kansas City) -> Vietnam | move-2031 | buy-2034 | daycare | private,Midwest (Kansas City),Vietnam,2031.0,2034.0,2034.0,daycare,private,24404163.680104826,24891304.230256546,549984.0,549984.0,False
"China, Jingzhou -> Japan | move-2031 | rent-forever | parent | public","China, Jingzhou",Japan,2031.0,,,parent,public,24886982.337270193,24886982.337270193,565646.64,565646.64,False
"New Orleans area -> China, Jingzhou | move-2031 | rent-forever | parent | public",New Orleans area,"China, Jingzhou",2031.0,,,parent,public,24886341.704031713,24886341.704031713,545172.0,545172.0,False
New Orleans area -> Japan | move-2031 | rent-forever | daycare | private,New Orleans area,Japan,2031.0,,,daycare,private,24882596.230730504,24882596.230730504,545172.0,545172.0,False
Japan -> Spain | move-2031 | rent-forever | daycare | private,Japan,Spain,2031.0,,,daycare,private,24872434.935201094,24872434.935201094,561204.96,561204.96,False
Southern France -> Japan | move-2031 | buy-2034 | daycare | private,Southern France,Japan,2031.0,2034.0,2034.0,daycare,private,24081943.033743035,24869231.602375753,554511.36,554511.36,False
Midwest (Kansas City) -> Spain | move-2031 | buy-2034 | daycare | private,Midwest (Kansas City),Spain,2031.0,2034.0,2034.0,daycare,private,24151024.126745712,24867723.445795998,549984.0,549984.0,False
Bay Area -> Southern France | move-2031 | rent-forever | daycare | public,Bay Area,Southern France,2031.0,,,daycare,public,24865933.58758011,24865933.58758011,514448.04000000004,514448.04000000004,False
Vietnam -> Southern France | move-2031 | rent-forever | daycare | private,Vietnam,Southern France,2031.0,,,daycare,private,24865104.57419652,24865104.57419652,563434.68,563434.68,False
New Orleans area -> Vietnam | move-2031 | rent-forever | daycare | private,New Orleans area,Vietnam,2031.0,,,daycare,private,24843012.010658998,24843012.010658998,545172.0,545172.0,False
"New Orleans area -> China, Jingzhou | move-2031 | buy-2034 | daycare | private",New Orleans area,"China, Jingzhou",2031.0,2034.0,2034.0,daycare,private,24398351.01879627,24841430.771061238,545172.0,545172.0,False
Vietnam -> Japan | move-2031 | rent-forever | parent | public,Vietnam,Japan,2031.0,,,parent,public,24840969.108844247,24840969.108844247,563434.68,563434.68,False
Spain -> Vietnam | move-2031 | buy-2034 | parent | public,Spain,Vietnam,2031.0,2034.0,2034.0,parent,public,24352131.43092747,24839271.98107919,555067.32,555067.32,False
Japan -> Southern France | move-2031 | buy-2034 | daycare | private,Japan,Southern France,2031.0,2034.0,2034.0,daycare,private,23874744.63906163,24837701.568218704,561204.96,561204.96,False
Southern France -> Vietnam | move-2031 | buy-2034 | parent | public,Southern France,Vietnam,2031.0,2034.0,2034.0,parent,public,24340566.341831964,24827706.891983684,554511.36,554511.36,False
New Orleans area -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | public,New Orleans area,Midwest (Kansas City),2031.0,,,daycare,public,24811053.54459903,24811053.54459903,545172.0,545172.0,False
Japan -> Southern France | move-2031 | rent-forever | daycare | private,Japan,Southern France,2031.0,,,daycare,private,24808462.24756715,24808462.24756715,561204.96,561204.96,False
Midwest (Kansas City) -> Vietnam | move-2031 | rent-forever | parent | public,Midwest (Kansas City),Vietnam,2031.0,,,parent,public,24807060.0299594,24807060.0299594,549984.0,549984.0,False
"Midwest (Kansas City) -> China, Jingzhou | move-2031 | buy-2034 | parent | public",Midwest (Kansas City),"China, Jingzhou",2031.0,2034.0,2034.0,parent,public,24363952.35890643,24807032.1111714,549984.0,549984.0,False
"China, Jingzhou -> New Orleans area | move-2031 | rent-forever | daycare | public","China, Jingzhou",New Orleans area,2031.0,,,daycare,public,24801973.20447845,24801973.20447845,565646.64,565646.64,False
Japan | no-move | rent-forever | parent | public,Japan,Japan,,,,parent,public,24794586.436605196,24794586.436605196,561204.96,561204.96,False
New Orleans area -> Miami area | move-2031 | buy-2034 | daycare | public,New Orleans area,Miami area,2031.0,2034.0,2034.0,daycare,public,23761443.564248305,24780417.776563425,545172.0,545172.0,False
"China, Jingzhou -> New Orleans area | move-2031 | buy-2034 | daycare | private","China, Jingzhou",New Orleans area,2031.0,2034.0,2034.0,daycare,private,24406474.67087907,24774682.682442803,565646.64,565646.64,False
New Orleans area -> Vietnam | move-2031 | buy-2034 | daycare | private,New Orleans area,Vietnam,2031.0,2034.0,2034.0,daycare,private,24282340.105092544,24769480.655244265,545172.0,545172.0,False
Midwest (Kansas City) -> Japan | move-2031 | buy-2034 | daycare | private,Midwest (Kansas City),Japan,2031.0,2034.0,2034.0,daycare,private,23972044.394227102,24759332.96285982,549984.0,549984.0,False
Vietnam -> New Orleans area | move-2031 | rent-forever | daycare | public,Vietnam,New Orleans area,2031.0,,,daycare,public,24756385.756202117,24756385.756202117,563434.68,563434.68,False
New Orleans area -> Spain | move-2031 | buy-2034 | daycare | private,New Orleans area,Spain,2031.0,2034.0,2034.0,daycare,private,24029200.55173344,24745899.870783728,545172.0,545172.0,False
Spain | no-move | rent-forever | daycare | private,Spain,Spain,,,,daycare,private,24743154.360622536,24743154.360622536,555067.32,555067.32,False
Midwest (Kansas City) -> Vietnam | move-2031 | buy-2034 | parent | public,Midwest (Kansas City),Vietnam,2031.0,2034.0,2034.0,parent,public,24246388.124392938,24733528.67454466,549984.0,549984.0,False
Vietnam -> New Orleans area | move-2031 | buy-2034 | daycare | private,Vietnam,New Orleans area,2031.0,2034.0,2034.0,daycare,private,24360887.222602725,24729095.23416646,563434.68,563434.68,False
Southern France -> Spain | move-2031 | rent-forever | daycare | private,Southern France,Spain,2031.0,,,daycare,private,24719073.431584302,24719073.431584302,554511.36,554511.36,False
Spain -> Southern France | move-2031 | buy-2034 | daycare | private,Spain,Southern France,2031.0,2034.0,2034.0,daycare,private,23745464.064483058,24708420.993640132,555067.32,555067.32,False
New Orleans area -> Vietnam | move-2031 | rent-forever | parent | public,New Orleans area,Vietnam,2031.0,,,parent,public,24706960.726542696,24706960.726542696,545172.0,545172.0,False
"New Orleans area -> China, Jingzhou | move-2031 | buy-2034 | parent | public",New Orleans area,"China, Jingzhou",2031.0,2034.0,2034.0,parent,public,24263853.055489734,24706932.807754703,545172.0,545172.0,False
Japan -> New Orleans area | move-2031 | rent-forever | daycare | public,Japan,New Orleans area,2031.0,,,daycare,public,24699743.42957275,24699743.42957275,561204.96,561204.96,False
Southern France | no-move | buy-2034 | daycare | private,Southern France,Southern France,,2034.0,2034.0,daycare,private,23721383.13544482,24684340.064601894,554511.36,554511.36,False
Spain -> Southern France | move-2031 | rent-forever | daycare | private,Spain,Southern France,2031.0,,,daycare,private,24679181.672988594,24679181.672988594,555067.32,555067.32,False
"China, Jingzhou -> New Orleans area | move-2031 | buy-2034 | parent | public","China, Jingzhou",New Orleans area,2031.0,2034.0,2034.0,parent,public,24308668.900509685,24676876.91207342,565646.64,565646.64,False
Japan -> New Orleans area | move-2031 | buy-2034 | daycare | private,Japan,New Orleans area,2031.0,2034.0,2034.0,daycare,private,24304244.895973373,24672452.907537106,561204.96,561204.96,False
Spain -> Japan | move-2031 | rent-forever | parent | public,Spain,Japan,2031.0,,,parent,public,24666911.148030292,24666911.148030292,555067.32,555067.32,False
"China, Jingzhou -> Spain | move-2031 | buy-2034 | parent | public","China, Jingzhou",Spain,2031.0,2034.0,2034.0,parent,public,23941460.474965632,24658159.794015918,565646.64,565646.64,False
Southern France -> Japan | move-2031 | rent-forever | parent | public,Southern France,Japan,2031.0,,,parent,public,24655346.058934797,24655346.058934797,554511.36,554511.36,False
Southern France | no-move | rent-forever | daycare | private,Southern France,Southern France,,,,daycare,private,24655100.743950356,24655100.743950356,554511.36,554511.36,False
"China, Jingzhou -> Japan | move-2031 | buy-2034 | parent | public","China, Jingzhou",Japan,2031.0,2034.0,2034.0,parent,public,23854606.925754502,24641895.49438722,565646.64,565646.64,False
New Orleans area -> Japan | move-2031 | buy-2034 | daycare | private,New Orleans area,Japan,2031.0,2034.0,2034.0,daycare,private,23850220.819214825,24637509.387847543,545172.0,545172.0,False
New Orleans area -> Vietnam | move-2031 | buy-2034 | parent | public,New Orleans area,Vietnam,2031.0,2034.0,2034.0,parent,public,24146288.82097624,24633429.37112796,545172.0,545172.0,False
Vietnam -> New Orleans area | move-2031 | buy-2034 | parent | public,Vietnam,New Orleans area,2031.0,2034.0,2034.0,parent,public,24262655.672083743,24630863.683647476,563434.68,563434.68,False
Vietnam -> Spain | move-2031 | buy-2034 | parent | public,Vietnam,Spain,2031.0,2034.0,2034.0,parent,public,23895447.246539697,24612146.565589983,563434.68,563434.68,False
Midwest (Kansas City) -> Spain | move-2031 | rent-forever | daycare | private,Midwest (Kansas City),Spain,2031.0,,,daycare,private,24609174.792068373,24609174.792068373,549984.0,549984.0,False
Vietnam -> Japan | move-2031 | buy-2034 | parent | public,Vietnam,Japan,2031.0,2034.0,2034.0,parent,public,23808593.697328568,24595882.265961286,563434.68,563434.68,False
"Miami area -> China, Jingzhou | move-2031 | rent-forever | daycare | private",Miami area,"China, Jingzhou",2031.0,,,daycare,private,24588570.76467746,24588570.76467746,525126.24,525126.24,False
Japan -> New Orleans area | move-2031 | buy-2034 | parent | public,Japan,New Orleans area,2031.0,2034.0,2034.0,parent,public,24216272.9998447,24584481.011408433,561204.96,561204.96,False
Midwest (Kansas City) -> Southern France | move-2031 | buy-2034 | daycare | private,Midwest (Kansas City),Southern France,2031.0,2034.0,2034.0,daycare,private,23611484.495928884,24574441.425085958,549984.0,549984.0,False
"China, Jingzhou -> Midwest (Kansas City) | move-2031 | buy-2034 | parent | public","China, Jingzhou",Midwest (Kansas City),2031.0,2034.0,2034.0,parent,public,24060759.746903807,24574313.782546673,565646.64,565646.64,False
Spain -> New Orleans area | move-2031 | rent-forever | daycare | public,Spain,New Orleans area,2031.0,,,daycare,public,24570462.854994174,24570462.854994174,555067.32,555067.32,False
Japan -> Spain | move-2031 | buy-2034 | parent | public,Japan,Spain,2031.0,2034.0,2034.0,parent,public,23849064.574300654,24565763.89335094,561204.96,561204.96,False
Midwest (Kansas City) -> Japan | move-2031 | rent-forever | parent | public,Midwest (Kansas City),Japan,2031.0,,,parent,public,24561167.841495775,24561167.841495775,549984.0,549984.0,False
Japan | no-move | buy-2034 | parent | public,Japan,Japan,,2034.0,2034.0,parent,public,23762211.025089525,24549499.593722243,561204.96,561204.96,False
